,City,State,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20
24916,Fremont,WI,151984,152900,153969,155349,156950,159318,162229,165682,169174
24917,Wetumka,OK,33362,33336,33194,33156,33197,33230,33354,33498,33779
24918,Marion,TX,164703,165844,167630,170151,173796,177839,181311,184104,187565
24919,Briggs,OK,86990,87269,87686,87740,87901,88368,89137,90085,91204
24920,Napoleon,MI,134598,134846,135260,135695,136534,137213,137878,138656,139255
24921,Wadsworth,NV,285453,286608,288130,291888,294017,294994,295169,297232,299336
24922,Radisson,WI,75029,75377,76132,76769,77316,77714,78022,78208,78587
24923,Quapaw,OK,60685,60791,60589,59981,59436,59001,58765,58655,58783
24924,La Rue,OH,57234,57586,58044,58485,58937,59505,59955,60661,61451
24925,Harwood,MO,42315,42291,42306,42405,42470,42617,42817,43123,43563
24926,Cranesville,PA,139571,139360,138263,136971,137416,138812,140268,142239,144473
24927,Goldcreek,MT,200763,201398,201548,201415,202029,203229,203567,204326,203812
24928,Buford,WY,367459,367554,367770,368887,370577,372748,374789,377262,379070
24929,Odessa,NY,120229,120453,120628,120826,121130,121602,122097,122346,122454
24930,Lucile,ID,266335,267233,268993,270253,272325,273814,276279,279573,282714
24931,Baisden,WV,24647,24699,24859,25002,25172,25321,25538,26052,26760
24932,Lemington,VT,101755,101563,101434,101603,102374,103224,104175,104316,103992
24933,Lyon,MS,102617,102921,103720,104635,105710,106247,106802,107991,109340
24934,Baileyton,TN,69480,70462,70762,71095,71025,71138,71006,71113,71002
24935,Crawford,WV,53888,53285,52792,52374,52517,52740,52874,52356,51754
24936,Echola,AL,187558,188261,188728,189976,191174,190818,188283,186322,183298
24937,Jordan,NY,115825,117453,118364,119163,120503,122758,124995,126473,127634
24938,Thousandsticks,KY,27846,28009,28234,28445,28619,28844,29062,29435,29798
24939,Rich Square,NC,50481,50799,51098,51377,51498,51589,51180,50861,50495
24940,Lake City,CA,156136,156177,156376,156022,155671,155436,155968,155763,154503
24941,Searsburg,VT,116635,116345,115852,115171,115145,115346,116119,116205,116431
24942,Lynch,KY,31863,32039,32182,32348,32294,32250,32259,32378,32544
24943,Gilman,CT,282088,284060,285169,285380,285725,286766,289209,292743,295747
24944,Ceredo,WV,98262,98606,98788,99026,99398,99767,100128,100438,100626
24945,Kanarraville,UT,219269,218908,218513,219120,219570,220407,222277,224715,227366
24946,Woodland,GA,62649,62603,62726,62803,62807,62564,62585,62226,61952
24947,Inavale,NE,41643,41706,41798,41801,41819,41741,41906,42243,42541
24948,Gordonville,AL,48802,48528,47767,47031,46326,45954,45518,45002,44710
24949,Grandfather,NC,750859,754169,758058,760484,762452,762617,764343,766535,771962
24950,Gibson,IA,72399,72364,72352,72845,73471,74005,74320,74339,74450
24951,Oilton,OK,44411,44587,44866,45180,45701,45910,46170,46424,46919
24952,Dayville,OR,134848,134872,135569,136485,136650,135991,134457,133759,132175
24953,Gilchrist,TX,214832,214634,214762,215510,217652,220213,223090,225879,229478
24954,Imbler,OR,258355,258068,257825,258179,258161,258670,258965,259614,260258
24955,Henlopen Acres,DE,1990611,1991350,1990472,1975850,1970764,1961157,1972296,1975647,1977051
24956,Beersheba Springs,TN,81489,81781,82316,82748,83132,83306,83663,83626,83828
24957,Blanchard Plantation,ME,139124,140082,140321,140467,141615,143134,144578,146229,148460
24958,Mitchellville,TN,117481,117625,117334,117395,118836,121102,124676,128816,132938
24959,Gravelly,AR,61801,61064,60537,59274,57868,56314,55157,54395,53805
24960,Dewey Beach,DE,636039,639284,641029,638586,635865,636372,637402,638823,634733
24961,Poy Sippi,WI,75037,75296,75812,76465,76905,76997,77236,77767,78124
24962,East Arcadia,NC,57133,58032,59010,59570,59572,59156,58631,58264,57822
24963,Cedar Fort,UT,344990,345267,346353,347468,348753,349468,350595,352811,356694
24964,Steele City,NE,39714,39503,38925,38383,37800,37464,37107,36683,36462
24965,Yampa,CO,258471,259032,259805,260145,259570,259439,260400,262622,265248
24966,Landgrove,VT,422901,423656,424026,423789,423740,423362,424176,423326,423837
24967,Blue Mountain,AR,59188,59593,60133,60681,61236,61255,61101,60737,60631
24968,Friars Point,MS,42112,42152,42355,42585,43001,43348,43610,43881,44189
24969,Nada,TX,131386,131082,130878,130340,129958,129661,129742,129683,129538
24970,Tie Siding,WY,253598,253982,254065,253795,254247,255909,257481,259120,259848
24971,Newburg,MO,28173,28156,28201,28311,28487,28731,29047,29489,30064
24972,Saltillo,IN,77863,77728,77378,77517,77360,77530,76707,75857,74745
24973,Fanrock,WV,40370,40514,40594,41000,41275,41419,41362,41142,40693
24974,Uniontown,MO,179243,179535,179216,179650,179053,178958,178581,178589,178453
24975,McNary,LA,108551,108201,107547,107524,107731,108526,109153,109791,110500
24976,Orestes,IN,74404,75458,76386,76943,77952,78257,79117,79488,79966
24977,Manila,UT,191318,191280,191725,191797,192326,193023,194385,195439,196443
24978,Bull Hollow,OK,54588,55151,56046,56473,57080,57191,57732,58071,58467
24979,Dummer,NH,87641,88267,88809,89400,89530,89827,90143,90568,90798
24980,Moorefield,AR,109406,110031,110532,111070,111485,111807,112185,112741,113458
24981,Hettinger,ND,72942,72798,72538,72366,72144,72247,72358,72465,72604
24982,Sobieski,MN,133206,133402,133556,133681,134083,134272,134532,135044,135586
24983,Hampton,AR,68652,68708,68734,68880,68911,68977,69047,69173,69298
24984,Hunker,PA,158266,158109,158821,160980,163716,165242,166071,167885,171016
24985,Rocky Ridge,OH,67514,67203,67354,67454,68204,68870,69574,69661,69975
24986,Timber Hills,PA,279041,280048,281438,282926,284621,286293,287770,291064,295707
24987,Pontiac,MO,170312,170546,170503,170849,171365,172552,173587,174866,176330
24988,Hico,WV,86708,86806,86643,86742,87290,87598,87448,87089,87065
24989,Cebolla,NM,143297,144577,144955,145452,145779,146142,145622,144888,143434
24990,Enochs,TX,69934,70561,71380,72219,72728,73134,72912,73174,73198
24991,Beaverville,IL,44781,44803,44956,45025,45031,45083,45148,44930,44741
24992,Crown King,AZ,151421,150688,152171,153602,154594,153588,152764,154138,156507
24993,Moorcroft,WY,182035,182162,182435,182574,182645,182402,182806,183163,183401
24994,Duck Creek Village,UT,233596,233639,234490,236025,236840,236681,236166,236504,237942
24995,Leon,OK,75025,75087,74816,74151,73340,73170,73277,73508,73759
24996,Benton,CA,187836,188304,188530,188927,188938,190228,193005,195938,199239
24997,Neeses,SC,52106,52158,52283,52280,52140,51860,51630,51402,51224
24998,Ramer,TN,77581,78054,78431,78729,78999,79318,79481,79694,80143
24999,Nallen,WV,96897,96045,95428,94726,94702,94188,93600,93067,93027
25000,Maidstone,VT,102283,103292,103369,102829,103488,103856,103741,102428,100914
25001,Cushman,AR,71846,71828,71896,71973,71671,71500,71608,72120,72449
25002,Stanberry,MO,71057,71881,72871,73685,74384,74580,74594,74495,74965
25003,Max,MN,138656,138312,138078,138328,138484,138391,138000,137626,137456
25004,Fulton,TX,153734,154401,154474,154586,154168,153763,153567,153338,152633
25005,Lake George,MN,186375,186896,187264,187244,187582,186992,186444,185252,184760
25006,Norton,TX,72181,72009,71706,71799,72161,72920,73920,74567,75251
25007,San Isidro,TX,55665,55644,55355,54418,53822,53072,52842,52351,52369
25008,Elk City,ID,154420,154718,154873,154839,154408,153849,153869,153595,153663
25009,Chloride,AZ,88111,89295,90749,92790,95308,98179,101368,104540,107679
25010,Oaks,OK,45824,45882,45832,45550,45337,45376,45608,45808,46408
25011,Wayne Lakes Park,OH,94553,94712,94943,95058,95379,95677,96218,96659,97129
25012,Shawnee,WY,344470,347937,349945,349315,349152,346486,344543,341989,342018
25013,Roslyn,WA,270225,271940,273381,274193,275274,276810,278129,279009,279489
25014,Emigrant Gap,CA,343691,344018,343636,341173,337152,332953,333018,334017,337482
25015,Strawberry Valley,CA,274936,276199,277405,277838,277621,276652,274380,273316,272638
25016,Deer Park,MD,88215,87828,87748,87581,87231,86538,85911,85155,84618
25017,Slickville,PA,86044,86280,86976,88138,90438,91907,93260,94656,97234
25018,Camp Grove,IL,60455,60169,59861,59630,59416,59110,58925,58883,58792
25019,Rover,AR,55059,55553,56054,56557,57061,57565,58068,58612,59046
25020,Schnellville,IN,160537,160776,161023,161431,162014,162217,162205,162229,162551
25021,Scotia,SC,40998,41154,41336,41898,42348,42600,42663,42517,42438
25022,Norris,SC,132548,133148,133450,133971,134061,134466,135010,135721,136129
25023,Adams,KY,74276,74027,73756,73466,73102,72692,72269,71854,71553
25024,Sixes,OR,251517,252885,253676,254481,255648,256755,257531,258975,260538
25025,Coleman,FL,121697,121238,121038,121410,121919,123163,124721,125989,126921
25026,Palomar Mountain,CA,329077,332851,333684,333329,333293,333456,334335,333550,329899
25027,Clarksville,MO,66741,66216,65613,64775,64313,64059,64174,64312,64364
25028,Snow,OK,120234,120423,120159,119592,119149,118643,118067,116854,115334
25029,Wideman,AR,111058,112099,112908,112937,112124,111677,111699,112360,113608
25030,Huddy,KY,52807,52743,52601,52473,52335,52353,52428,52410,52217
25031,Bell Center,WI,110202,110300,110089,109797,109606,109191,108911,108210,107118
25032,Maydelle,TX,100321,99110,98449,97424,97011,96670,96473,97131,98373
25033,Ravendale,CA,133802,133747,133368,133644,133539,133892,134075,134125,133791
25034,Buchtel,OH,56485,56474,56572,56645,57191,57420,57725,57818,58164
25035,Owensville,OH,142620,143673,144213,144878,145467,146130,147004,148627,150527
25036,Ronald,WA,326828,327330,327798,328337,329533,330627,331757,332842,334137
25037,Cooper Landing,AK,342494,345663,347832,348936,348913,350165,351104,352072,350569
25038,Clements,CA,842364,843415,843697,848674,854925,865830,885455,905640,926733
25039,Shippenville,PA,126962,127738,128606,129008,129268,129394,129091,128813,128134
25040,Valyermo,CA,266317,268159,268532,267876,266757,266883,267518,267293,266171
25041,Millers Falls,MA,167403,167876,168652,169881,171582,172684,174955,177377,180426
25042,Cochiti Lake,NM,180813,180960,182890,185144,187269,189339,190363,191173,191156
25043,Canyon Dam,CA,258650,258501,258408,258170,257993,257908,258653,260608,262278
25044,Ruby,SC,105892,106409,107285,107887,108518,109466,110440,111206,111377
25045,West College Corner,IN,81418,81453,81561,81672,81716,81962,81884,82087,82251
25046,Warren,IL,63257,63515,63891,64218,64308,64558,64910,65236,65441
25047,Parlin,CO,287107,288564,290101,290895,292114,292987,293386,294010,295012
25048,Mereta,TX,101858,102356,102849,103736,105113,106383,107479,108336,108502
25049,Darlington,MO,69941,69632,70103,70695,71504,71952,72528,72927,73657
25050,Cherry Tree,PA,107224,106774,106733,106554,106835,107124,107732,107792,107488
25051,Risingsun,OH,67250,67541,68149,68659,68693,68513,68056,67774,67445
25052,Weleetka,OK,46305,46082,45986,45880,45866,45744,45444,45220,44965
25053,Elizabeth,LA,44318,44095,44268,44770,45009,45222,45200,45202,45221
25054,Hay,WA,81418,81294,81646,81843,82987,84384,86732,89352,92540
25055,Dinosaur,CO,73871,73259,72670,71942,71109,70142,68565,67132,65392
25056,Lawndale,NC,51509,51353,51250,51191,50910,50286,49488,48639,47489
25057,Orangeville,OH,84348,83726,83267,84224,86291,88311,89592,90099,91155
25058,Somes Bar,CA,185557,185878,185965,186460,187349,187617,188628,188991,189718
25059,Mc Graw,NY,110909,111167,111415,111866,112399,112680,112849,112946,113179
25060,Reno,OH,116175,116747,117330,118433,119534,119774,119772,118979,118642
25061,Benton,MO,123273,123519,123659,124110,124207,124296,124307,124476,124663
25062,Sligo,PA,83720,83793,83967,84268,84419,84882,85285,85807,86041
25063,Campbellsburg,IN,70895,71164,71242,71727,71937,72514,72234,71794,71017
25064,Wasta,SD,126096,123688,122515,121567,120378,118799,117318,116314,115909
25065,Swink,OK,113181,113029,112392,111959,112146,111605,110379,108636,107339
25066,Manderson,WY,173819,173656,173593,173688,173205,171257,169593,168224,168013
25067,Iron Ridge,WI,187408,187423,188399,188923,189876,190066,191672,194511,198504
25068,Beckwourth,CA,270539,271717,272396,272302,271531,270166,270119,271364,272513
25069,Arona,PA,79088,79330,79641,80109,80784,81322,81226,81094,80624
25070,Woodlawn Park,OK,204297,205358,206655,207447,207731,207392,207736,208517,210115
25071,Bynum,MT,237085,237055,236498,235155,230795,227555,224440,222978,222985
25072,Walkerville,MT,58416,58568,58885,59072,59312,59559,59985,60280,60533
25073,Elco,PA,69318,69876,70568,70889,70979,70985,70993,71240,71633
25074,Marsland,NE,198794,199294,200202,200279,200555,200573,200594,200627,200255
25075,Payne City,GA,21449,21718,21901,21930,21938,22040,22248,22473,22660
25076,Gulf Hammock,FL,106370,106895,107354,107543,107966,107583,107209,106616,106560
25077,D'Lo,MS,91460,91953,92137,92224,92709,92583,92157,91156,91135
25078,Commodore,PA,93905,94160,94616,95178,95787,95658,95986,96337,97221
25079,Fultonville,NY,106798,107194,107436,107804,107851,108188,108577,108956,109429
25080,Eola,TX,208615,209855,211052,211432,212735,213845,214142,213944,214452
25081,Sandstone,WV,66214,65623,65762,66198,66581,66635,66371,66687,66728
25082,Newland,NC,149581,150519,151353,152091,152503,152690,153225,153357,153631
25083,Orange Lake,FL,85019,85445,85988,86379,87553,88142,88501,88796,89702
25084,Duncans Mills,CA,588312,588021,582556,572364,567136,560602,552763,544427,540040
25085,Kinney,MN,58814,58823,58730,58610,58431,58388,58004,57682,57373
25086,Chebeague Island,ME,389172,389163,389575,390233,391000,391548,392039,394172,395855
25087,Amagon,AR,45113,44060,43359,42807,42583,42117,41907,41677,41992
25088,Utica,IN,157923,158691,159070,159382,159865,160845,161776,162828,164068
25089,Oyster Creek,TX,136557,137986,139810,140961,141797,142575,143637,144700,144640
25090,Summit Station,PA,150623,152085,153255,154648,156696,159227,161820,162886,163993
25091,Unionville,NY,209690,210967,212617,214046,216120,217419,218660,220337,222696
25092,Yellow Pine,ID,152879,153173,153418,154162,155296,157699,161617,165862,169444
25093,Tupelo,AR,42292,42412,42464,42540,42745,43006,43200,43434,43688
25094,Youngsville,NM,177369,178844,180183,181295,181680,182261,181671,181988,181589
25095,Robersonville,NC,47077,47193,47093,47049,46927,46970,47114,47218,47349
25096,Centennial,WY,230996,231683,232435,233169,233757,234912,235548,236143,235987
25097,Duncan,AZ,70001,69472,68956,68679,68706,68771,69029,69553,69924
25098,Brooklyn,IN,137376,137298,137899,137653,136829,135427,134990,135375,136157
25099,Harvey,AR,70330,70317,70456,70344,70480,70259,70458,70647,70878
25100,Kimball,MN,163818,164507,165640,166370,167244,167514,167722,168197,168460
25101,Woodlawn,KY,123792,124646,125342,125801,126895,127920,129149,130767,133451
25102,Bayard,WV,37514,37646,37763,37790,37834,37670,37688,37309,37168
25103,Malden,NY,211868,213026,215276,218079,220993,223331,226690,231096,236992
25104,Indian Village,IN,146753,147208,147499,149142,150145,150766,150116,149648,150051
25105,Houghton Lake Heights,MI,77969,77751,77926,78258,78623,78575,78345,78340,78643
25106,McCaulley,TX,109566,110836,111510,111835,111994,112575,113958,116782,120040
25107,Grouse Creek,UT,168647,166512,164991,165676,167032,170812,174483,177891,179808
25108,Arapahoe,NC,121607,121788,122053,122507,123111,123471,123920,124355,125004
25109,Wardner,ID,123736,124258,124685,125273,125007,124973,124579,124956,125033
25110,Valier,IL,53042,53734,54440,54611,54514,54624,54991,55701,56572
25111,Rosedale,WV,66440,65964,65514,65098,64700,64478,64235,63831,63644
25112,Coates,MN,208766,209747,210438,211288,211970,212412,213443,216008,218528
25113,Childwold,NY,86919,87204,87633,87176,86464,85703,85528,85613,85501
25114,Dayton,WA,184248,185093,184650,184653,184391,184734,184816,184432,183119
25115,Bald Head Island,NC,675464,679057,682814,685844,687486,689382,689484,690922,689018
25116,Orleans,IA,398697,399058,399260,399015,398635,398262,398626,398446,398399
25117,Cuthbert,GA,40208,40247,40323,40419,40492,40601,40780,41024,41201
25118,Edward,NC,59073,59248,59450,59638,59475,59567,59816,60450,60775
25119,Tussy,OK,55380,54920,54569,54707,54917,55347,55912,56820,57446
25120,Austin,PA,68409,68724,69050,69444,70083,70631,70777,70661,70708
25121,Saint Cloud,MO,153774,153381,152073,151126,149447,148720,148199,148245,147892
25122,Brohard,WV,45362,45145,44971,44870,44786,44647,44478,44549,44744
25123,Brunswick,VT,105637,106231,106764,107645,108355,109032,110131,112035,114069
25124,Charmco,WV,38169,38021,37884,37732,37532,37419,37477,37492,37321
25125,Hundred,WV,30811,30965,31374,31938,32408,32652,32812,33041,33328
25126,Millsap,TX,179724,181540,184282,188770,192036,195630,198170,201711,205773
25127,Gibson,TN,65829,65773,66086,66094,66063,65853,65685,65245,64448
25128,Raynesford,MT,254182,252115,251770,251610,251981,251860,252000,251291,250602
25129,Mathews,LA,221118,221973,222666,222747,223185,223374,224456,224492,225028
25130,Bovill,ID,96644,96687,96304,95070,93525,91793,91156,90429,90085
25131,Strang,NE,101636,102545,103627,103990,103976,103608,103787,104101,104802
25132,Troy,KS,68538,68481,68448,68139,68266,68557,69073,69517,69876
25133,Paulina,OR,523042,520439,522207,525003,531044,534866,539884,542124,543891
25134,Thornton,CA,326377,329661,333337,337020,341564,342485,345020,347316,352913
25135,Ashton,ID,152909,153642,154095,154802,155688,156640,157649,158256,159104
25136,Olney,MT,423532,422760,421868,420277,424160,430194,436260,437333,440482
25137,Gays Mills,WI,114872,114981,115172,114906,114647,114114,114189,114197,114113
25138,Willow Beach,AZ,149100,149083,149440,148592,148483,147890,147300,146434,144577
25139,Cashion Community,TX,168696,169546,170633,171332,172129,173407,175644,178906,181644
25140,Upper Marlboro,MD,254370,255153,256597,258103,259469,260406,262217,263687,265539
25141,Freelandville,IN,64093,63766,63728,63378,63056,62701,62670,62989,63185
25142,Warsaw,OH,86042,86181,86330,86123,86088,85973,86348,86467,86639
25143,Hebron,WI,197902,198563,200572,202039,203536,204706,206972,210235,213584
25144,Dover,MO,88761,88972,89228,89482,89444,89285,89309,89994,90769
25145,Empire,OH,29334,29171,28961,28947,28722,28411,27917,27604,27295
25146,Powellsville,NC,63209,63400,63448,63591,63344,62705,62171,61694,61251
25147,Deer Park,CA,995737,981263,966500,960415,951430,950697,953155,961289,957816
25148,Blanchard,ND,95934,95127,95162,96122,97450,98030,98026,97447,97053
25149,Naples,ID,228112,227827,227542,227896,227948,228203,228711,228627,229639
25150,Wyoming,NY,98550,99226,99708,100348,101128,101854,102454,102736,103081
25151,Farina,IL,55921,56462,56981,57307,57307,57558,58132,58866,59659
25152,Galesville,MD,458872,459338,460234,460637,461454,463101,465370,469220,472179
25153,Schenevus,NY,96364,96650,97006,97418,97909,98379,98735,98834,98711
25154,Garrison,MT,638282,644396,649711,654828,662518,669515,680033,688703,695873
25155,Ringgold,LA,48100,48522,48968,49200,49065,48398,47654,47087,46887
25156,Arlington,CO,77884,78046,78185,78315,78319,78578,78617,78617,78450
25157,Glennville,CA,178289,180141,182823,184929,186247,186805,188302,190163,192217
25158,Kilbourne,LA,89467,89785,90779,91851,92542,93102,92990,92785,92178
25159,Wellsburg,NY,101477,101812,102189,102540,102710,103050,103461,103842,104610
25160,Battiest,OK,135081,135098,135450,135485,135839,136336,137125,137722,138153
25161,Little Meadows,PA,145090,142724,140414,138500,137592,136408,135040,132925,131749
25162,Horn Hill,AL,103059,103325,103493,103547,103996,104768,105263,105590,105873
25163,Superior,WY,58501,58498,58520,58750,58769,58980,58843,59063,59764
25164,Dunlevy,PA,72495,71694,71546,71396,71180,71279,72476,74103,75740
25165,Plattville,IL,249186,249273,249598,249980,249670,249873,250905,252588,254388
25166,Caulksville,AR,75481,75976,76578,77412,78192,78803,79307,79976,81033
25167,Sierraville,CA,315087,316559,317371,318420,319685,320741,320479,318011,314406
25168,Concan,TX,262096,262758,262780,262482,261592,260661,260573,260693,260998
25169,Perrytown,AR,105770,105915,105912,106814,107029,106394,105001,103603,102784
25170,Sun River Terrace,IL,85264,85574,85955,85942,86057,85133,83907,82753,82607
25171,Mount Gretna,PA,250707,252310,253517,255898,257265,258701,259724,262924,265999
25172,South Range,MI,67094,67290,67488,67704,67979,68062,68299,68308,68602
25173,Arcadia,OK,116923,116058,116011,114650,113119,111717,110942,109822,109452
25174,Bergland,MI,160726,160455,159768,159103,157497,155626,153464,151302,148848
25175,Lockhart,AL,47532,47676,47837,47773,47594,47436,47274,47308,47401
25176,Gilgo-Oak Beach-Captree,NY,531205,532321,533055,536277,536614,539353,543996,551607,556282
25177,Heath,AL,80974,81198,81512,81885,82039,82478,82861,83520,83881
25178,Monroe,SD,73505,73967,74448,74952,75479,76032,76563,77144,77821
25179,Woodland,UT,522607,530367,540642,549025,561055,570112,581126,591805,602990
25180,Estral Beach,MI,155650,156019,158227,159509,160033,160573,161832,164709,167772
25181,Glen Lyn,VA,97003,96861,96926,97325,97606,97811,98539,99376,100035
25182,Rosston,AR,35064,34786,34575,34328,34228,33977,33830,33375,32856
25183,Alexandria Bay,NY,114384,115873,116524,116762,116741,116642,116772,116732,116878
25184,Centerville,KS,113499,113556,114227,114674,115285,116174,117193,118270,119704
25185,Summit,AR,68850,68783,68991,69140,69262,69676,69758,69609,69316
25186,Conneaut Lake,PA,119895,120216,120521,120452,120749,121397,122236,122737,123035
25187,Williamson,IL,53327,53390,53133,53022,53024,53102,53090,53251,53674
25188,IXL,OK,58746,58777,58933,58732,58559,58847,59393,59523,59426
25189,Hollister,OK,53708,54122,54093,54049,53832,53601,53439,53394,53432
25190,West Salem,IL,30162,30289,30308,30307,30348,30465,30417,30325,30038
25191,Noble,MO,137921,138995,140250,141869,143657,145717,148425,151516,153921
25192,Roff,OK,59230,59663,60198,60772,61421,61840,62372,62686,63129
25193,Gu-Win,AL,88954,88995,88885,88988,89126,88867,88765,88504,88766
25194,Twain,CA,218154,217737,217366,217415,217240,216229,216063,216185,216625
25195,Godley,IL,143904,144582,145883,146552,147694,148003,148247,148784,150630
25196,Gosnold,MA,933429,933070,932520,935924,938562,939544,937453,930209,924807
25197,Laclede,ID,391604,392405,393183,394398,396049,398660,402257,406354,410300
25198,Spurlockville,WV,55484,56163,56941,57412,58122,58495,58449,57950,56972
25199,Beallsville,MD,436625,437236,441722,442823,443839,442383,443613,445387,450333
25200,West Tisbury,MA,898070,900227,902500,903953,904994,905020,905566,906147,906593
25201,Menominee,IL,166968,167126,167197,167501,167754,168098,168558,169145,170117
25202,Elmira,CA,346006,347885,351173,353380,355975,357490,359223,361771,367851
25203,Closplint,KY,31911,31873,31817,31933,32015,32198,32463,32982,33253
25204,Salisbury,PA,106577,106868,107087,107220,107273,107222,107316,107264,107611
25205,Town Creek,AL,73414,72806,72676,73058,73721,74261,74478,74895,75044
25206,Loma Mar,CA,826861,828856,831609,836899,835779,838574,836701,846517,849141
25207,Banquete,TX,126347,128818,131516,133239,135042,136720,137347,136540,134041
25208,Paynesville,MN,149228,149677,150754,151536,152500,152840,153395,154111,154774
25209,Sheldon,IL,47076,47365,47524,47668,47571,47598,47441,47369,47402
25210,Winkelman,AZ,74049,75471,76827,78131,79384,80338,81025,81607,82758
25211,Sibley,MO,137141,137240,137965,138561,139349,140451,141822,143265,143849
25212,Mohall,ND,206369,206328,206221,206033,205756,205390,205625,205405,204867
25213,Kimberly,OR,287919,287769,288609,286860,283646,277963,272805,267642,263202
25214,Crescent Mills,CA,225201,225237,225140,224764,224154,223435,223453,223633,223551
25215,Andover,IL,122179,121975,121740,121761,121938,122080,122168,122079,121966
25216,Paisley,OR,97035,97070,97469,98112,98693,98603,98454,98688,100496
25217,Norwood,IL,79638,79470,79891,79956,79774,79682,80032,80792,81284
25218,Cross Lake,ME,136059,135954,134995,133961,131572,129883,127677,127062,126444
25219,Cal Nev Ari,NV,174933,175809,177094,177958,179687,181552,184783,188910,192764
25220,Fork,MD,324255,324030,322640,321531,321950,323915,326018,327020,328585
25221,Meddybemps,ME,170099,170561,170879,171695,172309,173935,175513,176937,177096
25222,Oak Grove,IL,152995,152958,154011,155328,156464,157773,158471,159004,158406
25223,Plush,OR,110166,111844,113158,113839,115214,116588,117461,118042,117518
25224,Nielsville,MN,38199,38498,38922,39460,40143,41077,42244,43570,44776
25225,Mazama,WA,389951,390985,391816,392312,392911,393619,394518,395757,397394
25226,Zamora,CA,360499,359035,359391,356647,351892,347707,345187,345594,349017
25227,Lawrenceville,OH,116086,116197,116267,116074,116050,116772,117814,119185,120178
25228,Savanna,OK,54254,54307,54340,54509,54639,54603,54743,55034,55715
25229,Roby,MO,149009,148704,148299,147807,147442,147308,147601,147914,148771
25230,Encino,TX,233355,230049,228229,226563,226175,224648,222343,218943,216466
25231,Arrow Rock,MO,114455,114398,114298,114149,113948,113694,113385,113021,112421
25232,Summer Lake,OR,128108,128383,127816,127673,128499,129024,128937,128623,128511
25233,La Cygne,KS,67006,67059,67082,66941,66968,67008,67309,67653,67734
25234,Seltzer,PA,77982,77187,76831,75953,75726,75643,75847,76224,76555
25235,Magnolia Springs,AL,178063,178628,179713,180234,180549,179811,178606,177370,176920
25236,Tierra Grande,TX,161837,164132,166045,168457,170937,173222,174294,175987,178804
25237,Countyline,OK,61341,61386,61379,61640,62054,62605,63142,63803,64836
25238,Welch,TX,91324,91482,91732,91585,91603,91186,91041,90646,90295
25239,Coalport,PA,51264,51394,51657,52248,52936,53156,53626,54171,54686
25240,West Winfield,NY,120605,120915,121284,121815,122466,123195,123697,123427,122909
25241,Lyons Falls,NY,95023,95176,95470,95741,96107,96479,96888,97111,97299
25242,Enon Valley,PA,167713,168822,169816,170897,171890,172983,173698,174799,175147
25243,Elk Mills,MD,142730,142474,143069,144415,145925,147598,149078,151090,153451
25244,Crescent,OR,179481,180369,181748,183010,183828,184570,187160,190297,194527
25245,Fulton,AL,73143,72828,73014,73501,74167,74206,74298,74225,74258
25246,Lanagan,MO,64587,64517,64790,65158,65487,65549,65933,66058,66436
25247,Gum Springs,AR,47743,48033,48424,48607,48322,47639,47577,47834,48622
25248,Garrett,PA,84318,84462,84607,84647,84609,84677,84525,84427,84236
25249,Alpha,IL,81604,81874,82063,82197,82071,81991,81918,81873,81861
25250,Tilly,AR,85397,85093,84879,84435,84474,84688,85108,85472,85764
25251,Braden,TN,188722,189235,190002,190661,192167,193326,194570,195084,196229
25252,Stockville,NE,56346,56319,56309,56430,56475,56580,56396,56366,56379
25253,Snowshoe,WV,109406,109968,110060,110132,110227,110444,110763,111100,111755
25254,Thida,AR,75778,76309,77188,77612,78322,78568,78979,79162,79225
25255,Murray City,OH,33472,33669,33938,34347,34728,35236,35792,36376,36877
25256,Pilot Knob,MO,68292,68023,67757,67549,67455,67568,67886,67834,67548
25257,Baker,NV,256490,255539,253585,253496,254185,253963,252807,251932,251596
25258,Gardiner,OR,162744,164249,165712,166900,168700,170939,173979,177243,180927
25259,Jacobson,MN,149466,149073,148749,148307,148122,147567,147005,146310,146018
25260,Berea,WV,63390,63665,63682,63567,63581,63556,63401,62942,62624
25261,Bairoil,WY,67565,67360,66978,66992,67180,67550,67445,67751,68815
25262,Gormania,WV,56833,57088,56731,56388,56027,56006,55827,55811,55576
25263,Manning,OR,485308,486745,492263,496303,500155,500630,501875,502674,506860
25264,Tumacacori,AZ,248653,250249,251208,251901,252988,254142,254790,254848,255030
25265,Cuney,TX,65440,65407,65327,65679,66194,66726,66707,66064,65119
25266,Calumet,MN,61006,60710,60477,60276,59956,59645,59368,59331,59256
25267,Bloomington,ID,204908,205965,206754,207410,208088,208967,210566,211780,213161
25268,Captiva,FL,1241830,1243967,1248139,1250216,1255606,1258215,1259585,1261572,1266317
25269,Jacob,FL,56088,56081,56142,56088,55645,55123,54729,54781,54560
25270,Vandemere,NC,64076,64120,64165,63843,63607,63254,63464,63496,63353
25271,Davis,NC,135366,134687,133431,130851,129425,127509,126059,123590,121352
25272,Sebastopol,MS,57220,57985,58671,59038,59606,60506,61245,61935,62956
25273,Sturdivant,MO,124974,125369,125972,126784,128495,130227,132114,133181,134062
