,City,State,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19
289,Joliet,IL,146925,147109,147179,147681,148311,149260,149812,150345,150095,149886,149560,149948
290,Vallejo,CA,425866,424695,424042,425698,426195,426840,429524,431471,431819,431059,429908,430066
291,Santa Clara,CA,1250240,1223494,1200099,1193550,1188932,1183564,1170465,1158986,1158143,1160098,1167961,1176088
292,Concord,NC,223456,224405,226180,227256,228747,229915,230572,231344,232523,234592,236321,238204
293,Town Of Amherst,NY,236318,237314,238911,239703,241391,242700,243913,243929,243263,243156,243715,244886
294,Athens,GA,182956,183878,185545,186653,188023,189142,190126,190535,191728,193328,194901,196143
295,Falls Church,VA,563216,566266,569268,572074,575051,576511,578314,579780,582325,585604,588832,591993
296,Norman,OK,168742,169279,169597,169951,170231,170803,171374,171912,172320,172786,173158,173419
297,Wilmington,DE,214060,215000,215715,215575,214695,213476,212588,211932,211690,211274,210985,210585
298,Nampa,ID,225426,228530,232254,235250,237178,238708,240518,242287,243878,245184,246487,249267
299,Berkeley,CA,1258290,1255060,1253478,1257297,1263273,1277281,1285715,1287333,1288975,1293088,1298730,1310030
300,Westminster,CO,394897,395793,396460,397301,396948,397804,398631,399541,399707,400370,400451,401717
301,Clovis,CA,351015,351686,352772,352964,352498,353622,354477,355425,354803,355336,355423,355971
302,Rochester,MN,235913,237090,238087,238828,238923,239176,240192,241715,243270,244690,245635,246515
303,Stone Mountain,GA,160565,161841,162968,164217,165230,166330,166912,167810,168244,168905,169578,170452
304,Summerville,SC,229814,230582,231465,232293,233546,234560,235422,235832,236174,236657,237232,237871
305,Vista,CA,527579,525989,525762,529092,532145,535766,538470,539504,539020,538350,539738,542242
306,Broken Arrow,OK,175669,175893,176355,176561,176886,177111,177416,177638,178234,178989,179895,180422
307,Richmond,CA,552435,551374,549795,548809,551815,554539,553787,549129,543345,540837,541119,542727
308,Arvada,CO,439242,440402,441916,443658,443876,445100,445932,446823,446738,447387,447556,449449
309,Charlottesville,VA,339951,340587,341746,343392,344722,346041,347223,348480,349790,350860,351303,351664
310,Independence,MO,126085,126754,126809,127161,127727,128526,129361,129594,129824,129946,130386,130603
311,Tuscaloosa,AL,160148,161196,161955,162577,163117,163030,162982,163149,163641,164090,164522,164876
312,Provo,UT,287357,287641,288207,289263,290879,292873,294468,295891,296598,297575,298015,298826
313,New Port Richey,FL,160492,161495,161496,161967,162659,163700,164992,165822,166530,167252,168340,169181
314,Spartanburg,SC,126548,127605,128540,129411,130143,130916,131577,132368,133221,134318,135353,136229
315,Bellingham,WA,429406,432852,436549,437822,438840,441309,443929,444822,446053,447251,450372,453770
316,Melbourne,FL,222596,224190,224391,224563,224080,225041,226049,226101,225496,225405,226044,226835
317,Costa Mesa,CA,842354,839848,838143,837749,841081,842987,845911,845228,848440,850033,851646,852466
318,Sparks,NV,355783,356894,357059,356804,357615,359239,359076,357498,356983,358450,360245,361588
319,Bend,OR,437046,434713,437221,437147,440174,442306,446325,449581,450929,450505,450568,452191
320,El Monte,CA,506813,501999,497862,495950,497895,500602,499785,498219,497157,498752,499589,501721
321,College Station,TX,237686,238126,238494,238919,239245,239431,239512,240013,240748,241349,241512,241342
322,Miami Gardens,FL,257674,257835,258660,259175,259857,260937,261846,263012,263723,264936,266093,267308
323,Chico,CA,356254,366825,373993,378619,382515,387918,392219,394847,395891,397193,398868,398297
324,Downey,CA,568848,565660,562988,562284,565298,569549,570485,570650,571615,574742,577269,580996
325,Tracy,CA,526868,523955,526344,525463,527417,529040,529659,529814,527144,525415,524517,526355
326,Ventura,CA,593254,593697,594915,597833,598966,599378,597909,596910,595885,596819,597120,599003
327,North Charleston,SC,178018,178761,179563,180663,181442,182166,182801,183365,183730,183987,184750,185473
328,Lewisville,TX,282381,282719,282240,281752,281708,281929,282432,282701,283057,283006,283242,283290
329,West Covina,CA,559782,556417,553159,551910,554603,558424,558578,557878,557157,559160,560149,562553
330,Rock Hill,SC,163307,165246,166849,168975,170258,171566,172603,174457,176666,178840,180359,181869
331,Bowling Green,KY,171011,171943,172673,173585,174300,174946,175215,175288,175895,176603,177372,177670
332,Yakima,WA,220552,221489,222200,223338,225197,228331,231312,234687,236277,237348,239233,241644
333,Redding,CA,282649,285004,286912,287718,289117,292089,293959,294328,293489,293450,293624,294047
334,Manchester,NH,246020,246958,247111,247424,248953,250906,252738,253660,254200,255128,256340,257841
335,Saint Augustine,FL,281079,282620,283687,284778,285399,286027,286997,287814,288214,287824,288123,288895
336,Delray Beach,FL,220459,220181,220552,221265,222714,223701,224416,224712,224426,224498,224910,225395
337,Lowell,MA,292781,293696,293958,294544,295833,297846,299287,299754,300821,302632,304679,306587
338,Waterbury,CT,126805,127648,128643,129847,131314,132957,134367,135279,135230,135025,135110,135448
339,West Palm Beach,FL,237407,237277,237536,238261,239675,240844,241631,241966,241690,241842,242423,243118
340,Carlsbad,CA,852207,848938,847756,852369,856326,861230,865350,867819,867710,866827,868765,872583
341,Elgin,IL,211180,212633,213294,213581,213713,213776,214109,213979,213950,213490,213431,213319
342,Santa Barbara,CA,1124182,1123306,1119416,1114228,1110350,1114357,1117469,1119826,1117620,1120744,1124261,1127837
343,Laurel,MD,336746,337727,338932,340234,341139,341859,341432,341233,341201,342017,342430,342903
344,Cambridge,MA,815161,816279,813794,812036,815139,822319,827793,826291,826442,826340,828248,828493
345,Fargo,ND,230144,231159,231507,231293,230609,230562,230598,230818,230896,231524,231758,232195
346,West Jordan,UT,348023,350402,351862,352887,353306,354692,355917,357592,359152,360726,362597,364107
347,Greenville,NC,131776,132362,132774,133359,133873,134631,135256,135896,136380,136821,137349,137953
348,Manassas,VA,369588,372360,375139,376549,377068,377047,379018,380991,381424,381354,382871,385599
349,Hillsboro,OR,387783,389063,388697,389010,390038,392160,393428,394928,394787,395972,395551,396354
350,Green Bay,WI,141986,142524,143248,143607,144403,145203,146260,147003,147463,147760,148183,148889
351,Palm Bay,FL,178266,179853,180434,180604,180458,181465,182586,182813,182481,182387,183004,183818
352,Richardson,TX,312281,313388,313757,313670,313447,313257,312932,312946,313629,313689,313654,312782
353,West Chester,PA,420249,422610,423397,421888,420567,421691,423836,425276,425349,425499,425809,426189
354,Norwalk,CA,482430,479855,477611,477238,479971,483226,483768,483769,484600,486855,488644,491447
355,Vero Beach,FL,228016,226245,225294,225127,226271,226390,226207,226280,227151,228281,228658,228844
356,Peoria,IL,87047,86871,86700,86878,86969,87153,86947,86649,86481,86585,86720,86723
357,Centennial,CO,470923,472640,475416,477601,477884,477994,478488,477898,477890,477697,479193,480976
358,Douglasville,GA,178717,179290,179438,180709,182125,183745,185100,185980,186717,187556,188243,188732
359,Antioch,CA,447852,447798,447205,447840,451075,454220,454519,452581,450446,449934,449925,450666
360,Perris,CA,323666,324683,326538,327448,328201,329190,330381,331329,331598,333164,334198,336613
361,Springfield,VA,503587,506253,508935,511295,513595,514090,514817,515071,516907,519534,523050,526606
362,Fairfield,CA,462101,460699,459858,462360,463313,464518,467668,470322,470920,470142,468593,468627
363,Davenport,IA,130640,131102,131437,131477,131849,132393,132810,133234,133842,134570,135058,135334
364,Lehigh Acres,FL,177027,177446,177087,178072,177668,177968,178667,179497,179805,179773,179990,180065
365,Everett,WA,405881,405351,405272,404484,406192,409178,412662,414379,414167,414687,415022,417966
366,Wichita Falls,TX,95888,96071,96362,96735,97347,97697,97939,98037,98291,98547,98943,99422
367,Erie,PA,114574,114892,115002,115392,116026,116821,117478,117961,118075,118317,118402,118705
368,Pompano Beach,FL,224331,224661,224691,224616,224509,225154,226088,226514,226884,227300,227906,228204
369,San Leandro,CA,670329,665064,662473,663650,666607,671572,672488,670299,667998,668311,668208,672566
370,Riverview,FL,237340,238107,238461,238408,239128,239528,240249,240378,240484,240793,241250,241852
371,Burbank,CA,818704,815349,812107,809958,814830,821689,824994,826225,826974,830081,831209,834762
372,Vacaville,CA,462158,460524,459454,461404,461847,462927,466164,468798,469330,468394,466949,467295
373,Madera,CA,256482,256634,257214,257798,259358,260562,261521,262375,263772,264715,265887,267836
374,Albany,NY,180039,181151,182303,183450,184080,184112,183974,183421,183276,183261,184159,184878
375,Grand Junction,CO,245609,245297,245894,246807,249109,250352,251596,252498,254507,256021,257735,258805
376,Hesperia,CA,274100,274482,274999,275332,277104,278526,279424,279448,279692,280711,281892,283175
377,Jackson,MI,121817,122025,122907,123581,124126,124507,124872,125550,126208,126914,127479,127993
378,The Woodlands,TX,354438,354887,356013,356576,358602,360547,362121,362214,361627,361249,360950,361708
379,Longview,TX,161872,163708,166963,169861,170508,169175,168015,166711,165554,164373,163918,164087
380,San Mateo,CA,1454757,1445757,1433058,1433409,1439310,1442187,1438247,1419627,1418702,1418194,1425341,1433418
381,Edison,NJ,391484,390747,391244,390285,391592,392137,393246,391102,388804,386929,386239,387386
382,Franklin,TN,471062,470985,472096,472630,475121,476816,479246,479556,480349,481207,481637,482248
383,Sandy Springs,GA,487761,486430,486455,486754,489088,489240,489532,489103,489540,490004,490563,492205
384,Merced,CA,261070,260259,259628,260583,262826,264317,263661,262703,261993,262729,263258,263798
385,Jacksonville,NC,143967,145245,146455,148058,149608,151280,152407,153218,153763,154613,155454,155941
386,Santa Cruz,CA,942048,941482,934229,934851,933178,937945,937747,931218,927831,926836,928461,925942
387,Lexington,SC,195860,196481,196913,197423,198086,199133,199992,201147,201833,202354,202546,202990
388,Chapel Hill,NC,391099,392625,394311,395185,396431,397186,398828,399701,400637,402027,403006,403397
389,Kennesaw,GA,252633,252220,253497,254286,256822,257518,258151,259044,260627,261614,261961,262515
390,Clinton,MI,172664,173108,173023,172516,173472,174537,176253,176283,176385,176183,176287,176705
391,Elkhart,IN,135607,136293,136783,137030,137296,137917,138573,139907,140842,141891,142593,143006
392,Daly City,CA,1033572,1025643,1014110,1014423,1020004,1029019,1031909,1026113,1031559,1036843,1046719,1057192
393,Rialto,CA,361367,362059,362709,362929,364864,366435,367169,366991,367195,368882,371045,373301
394,Davie,FL,320548,320804,320888,320608,320344,320919,322053,322791,323553,324347,324924,325137
395,Columbia,MD,361993,361259,361520,362906,364202,365253,365182,364414,364518,364669,364872,365947
396,Meridian,ID,326877,329171,331618,332976,335303,336627,338981,341679,344419,346788,348526,350977
397,Lawrence,KS,196706,198387,199578,198629,198077,198701,200723,201945,202611,203035,203956,205344
398,Napa,CA,689630,694027,693941,690958,688676,688696,687797,684649,682455,680780,680782,679417
399,Highlands Ranch,CO,530018,529332,530803,532103,533672,535098,536134,537397,537294,537805,538166,539329
400,Lynchburg,VA,159020,159758,160620,161923,162777,163331,163754,163993,164212,163711,163404,163164
401,Greeley,CO,322571,324069,324781,325418,325696,326680,327193,328293,329119,329851,330859,331512
402,League City,TX,268038,270417,272461,273011,273094,272691,271799,271212,271218,271904,273322,273932
403,Lakewood Township,NJ,330728,330934,329917,329734,330322,331857,332225,331956,330396,329734,329524,329756
404,Mission Viejo,CA,741971,739263,736939,735871,738153,739943,742372,741536,743488,744737,746698,748267
405,High Point,NC,137151,137859,138527,139235,140023,140876,141847,142788,143761,144532,145202,145891
406,Lithonia,GA,145826,146825,147592,148597,149530,150630,151321,151974,152431,153172,154170,155072
407,Anderson,SC,161161,161987,163339,164298,165002,165083,165589,166200,166958,167911,168397,169166
408,Livermore,CA,784623,778950,776499,777723,779481,783071,782456,778810,775245,774843,774272,778238
409,Spring Hill,FL,162380,164100,165928,166303,165885,165673,166908,168276,169231,169699,170274,171348
410,Sandy,UT,413054,416190,417938,418654,419139,420486,421636,423239,425057,426988,429048,430747
411,Federal Way,WA,369505,367461,366478,366599,368923,371097,374083,376277,378245,380128,383468,388116
412,Rio Rancho,NM,195420,195394,195763,195953,197102,197635,199171,200696,202593,203908,205266,206528
413,South Gate,CA,444655,442659,440576,440309,442802,446435,447467,448115,449621,452719,455222,458333
414,Bryan,TX,186235,186539,187205,187796,188496,188916,189306,189665,189934,189411,188352,187545
415,Champaign,IL,139719,140833,141686,141693,141097,141054,141374,141183,141241,141040,141679,142065
416,Albany,GA,86485,86700,86855,87027,87238,87492,87746,87991,88114,88212,88044,87759
417,Portsmouth,VA,159825,159788,160229,161472,162668,163986,165181,166426,167051,167541,168327,169362
418,Dearborn,MI,152101,152112,151592,151922,152800,153800,153985,153701,153620,154025,154640,155184
419,Hawthorne,CA,646207,643493,641431,641547,645975,651455,652958,653060,653243,655705,657418,661521
420,Johnson City,TN,155199,155528,155923,156610,157179,157750,157944,158575,159067,159727,160181,160828
421,Idaho Falls,ID,210022,212164,214265,216518,218417,220540,222838,226016,228702,231325,233069,234998
422,Woodstock,GA,273289,274974,277079,278468,279469,280329,281549,282593,282896,283620,284049,284769
423,Livonia,MI,215178,215182,214489,214774,216023,217779,218303,218330,218198,218761,219444,220144
424,Brockton,MA,307802,307893,308590,308629,310039,311683,314786,316572,317899,318357,319360,320747
425,Asheville,NC,290947,291390,291969,292123,292672,293464,294465,294761,295609,296167,297144,297777
426,Midlothian,VA,297337,297528,298140,299549,300683,301411,302112,302757,303233,303763,304171,304783
427,Indio,CA,313751,315066,316957,317760,318291,319235,320774,322018,322408,323386,323778,325536
428,Annapolis,MD,438261,438419,438425,440122,441811,442174,441992,440661,441055,441816,443372,444025
429,New Braunfels,TX,272269,272892,274042,274854,275505,275639,276167,276773,277943,278956,280207,280574
430,McDonough,GA,198182,198515,200574,203112,204927,205949,206859,208062,208783,209461,210287,212113
431,Terre Haute,IN,95759,96174,96591,96999,97299,97562,97834,98097,98336,98610,98841,99071
432,Ashburn,VA,550719,554965,558392,561089,562251,564062,563894,564354,566333,569449,572304,573142
433,Sterling,VA,432121,435398,438045,439865,440653,441930,441735,442423,444307,447093,449417,450165
434,Auburn,WA,383028,381207,380061,379775,382096,384575,387584,389400,391279,393102,396525,400745
435,Muncie,IN,80906,81412,81836,82047,82245,82432,82603,82772,82867,83014,83091,83216
436,Valdosta,GA,112340,112814,112961,113281,113474,113882,114113,114627,114890,115284,115249,115597
437,Apopka,FL,249617,250371,250919,250552,250772,251216,252015,252746,253537,254436,255544,256410
438,Kennewick,WA,278048,282713,287551,292845,298249,302010,304236,305930,306804,307271,306892,307997
439,Medford,OR,285612,286402,286377,285555,284588,284947,284972,285233,285408,285859,286671,288152
440,Allen,TX,347506,347797,346823,345879,345523,345444,344993,344219,344260,344161,343985,343256
441,Kalamazoo,MI,150919,151538,152884,154495,155838,156610,157083,157350,157529,157853,158406,159379
442,Santa Monica,CA,1536703,1532441,1528545,1532587,1547322,1563325,1575190,1584114,1596530,1611096,1620429,1631923
443,Plantation,FL,309014,309348,309561,309469,309012,309265,310218,310819,311481,312042,312895,313441
444,Plainfield,IL,245757,245800,245567,245973,246550,247777,248409,249192,248694,248382,247810,248289
445,New Bedford,MA,250949,251581,252400,253999,255148,256404,256423,256731,256855,257899,259760,261077
446,Westminster,CA,690055,687981,686666,686720,689741,692628,696301,697449,700681,703447,706529,709819
447,Reading,PA,133310,134577,135214,136105,137277,139351,141017,142619,144014,145644,147062,148484
